TESS_ID,RAdeg,DEdeg,Gao_Period,CCProb,Type,Gaia_dr3_source_id,ra,dec,vbroad,vbroad_error,Psini,e_P_sini,pm,pmra,pmdec,radial_velocity,parallax,parallax_error,phot_g_mean_mag,bp_rp,teff_gspphot,logg_gspphot,gaia_source_id,par_source_id,mass_flame,mass_flame_lower,mass_flame_upper,radius_flame,lum_flame,age_flame,radius_gspphot,radius_gspphot_lower,radius_gspphot_upper,mg_gspphot,mg_gspphot_lower,mg_gspphot_upper,ag_gspphot,mh_gspphot,ebpminrp_gspphot,authors_used,flux_kinds_used,n_usable_sectors,sector_numbers_downloaded,raw_points_per_sector,kept_points_per_sector,kept_frac_per_sector,sector_ls_json,time_min_btjd,time_max_btjd,baseline_days,n_points_total,flux_mean,flux_std,fmin,fmax,n_freq,power_min,power_max,power_median,n_peaks,threshold,best_idx,best_freq,best_period_days,period_err_days,T0_btjd,best_power,best_power_over_median,IsBinary,DoublePeriod,CorrectedPeriod,P_Sussholz/P_Gao,under3sig
672624,73.50533,-27.0563,0.559035,0.54,ROT,4.88059822009442E18,73.50546641,-27.05630837,111.07249,5.4410563,0.720863099,0.035312585,28.153566,28.07213801,-2.139712008,17.82998,9.177796707,0.20139264,8.479574,0.6575031,6231.3154,3.9962,4.88059822009442E18,4.88059822009442E18,1.2887144,1.2467425,1.330867,1.6645191,3.7535026,3.348711,1.5826,1.5029,1.6546,3.3659,3.2731,3.4708,0.0358,-0.7843,0.0195,"[""SPOC""]","[""PDCSAP""]",3,"[5, 32, 98]","[17148, 123757, 237082]","[17148, 123757, 237082]","[0.9997084208070912, 0.9558166406748709, 0.9811035844138315]",,1438.0729402113625,4045.9024190637633,2607.829478852401,368034,0.9999891982602153,0.004342545,0.004,4,240000,1.7498532936709877E-9,0.3814521191265166,1.6052752596773114E-4,5419,1.9263303116127736E-4,106700,1.780562402343343,0.5616203052945131,8.402753676855124E-5,1438,0.3814521191265166,2376.241188711743,,,0.5616203052945131,1,X
1118593,36.45749,-10.62692,0.862748,0.51,ROT,5.17506451080137E18,36.45753476,-10.62699569,23.733358,1.4350023,3.406265828,0.205954813,20.14434,9.48859847,-17.76966461,17.848093,9.748592454,0.029040063,7.896548,0.4555912,6969.1025,4.1212,5.17506451080137E18,5.17506451080137E18,1.4561526,1.4161161,1.496207,1.6044346,5.4801993,1.3028419,1.5979,1.5745,1.606,2.8465,2.836,2.8725,0.0011,-0.5072,6.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[4, 31]","[14819, 16168]","[14819, 16168]","[0.999662595316823, 0.9995051954477981]",,1410.9078998820246,2169.9487335459817,759.0408336639571,30974,1.0000557233641119,0.001008335,0.004,4,240000,2.649275285145153E-10,0.28222525547419186,6.105209373468174E-4,1652,7.326251248161808E-4,69375,1.159098562910679,0.8627394011160212,6.196483776715273E-4,1410,0.28222525547419186,462.2695770282301,,V,0.8627394011160212,1,V
4496649,347.22252,-6.80418,1.333846,0.58,ROT,2.63167524422181E18,347.222393,-6.804191852,21.739,1.5257907,2.969608807,0.20842732,28.328989,-28.20430731,-2.654924825,-0.45083258,6.452117582,0.02050586,9.652572,0.61307716,6359.1226,4.2558,2.63167524422181E18,2.63167524422181E18,1.2153367,1.175318,1.2554398,1.2772362,2.4066663,2.014646,1.276,1.2718,1.2804,3.7068,3.6994,3.7141,0.002,-0.2489,0.0011,"[""SPOC""]","[""PDCSAP""]",1,[42],[8990],[8990],[1.0],,2447.696587,2469.8315140477976,22.13492692117734,8990,1.0000559560700777,0.001074769,0.004,4,240000,5.840074659770775E-7,0.23534183834679656,3.931465483523957E-4,40,4.717758580228748E-4,44879,0.7512384634935979,1.3311352501169185,0.14497581806268123,2447,0.23534183834679656,598.6109742869944,,V,1.3311352501169185,1,V
5480687,149.48084,-21.47987,0.389176,0.51,ROT,5.67007440379211E18,149.4808243,-21.47992746,111.555466,7.811603,1.061465646,0.07432848,12.160557,-2.697346232,-11.85763349,-23.146334,2.779212332,0.020292312,10.015573,0.5447264,6824.0107,3.8327,5.67007440379211E18,5.67007440379211E18,1.6504403,1.6098937,1.6910113,2.326694,10.587859,1.5504199,2.3405,2.3216,2.3624,2.1021,2.0804,2.1166,0.1278,-0.5998,0.069,"[""SPOC""]","[""PDCSAP""]",1,[35],[13689],[13689],[0.9999269486448974],,2255.823582033547,2279.983560838872,24.159978805324954,13688,1.0036395121449444,0.024837321333042364,0.004,4,240000,5.447175761237846E-8,0.9661289870264299,5.880924609050816E-4,55,7.057109530860979E-4,154083,2.569492639552665,0.3891818892986184,0.004952937,2255,0.9661289870264299,1642.8181812423602,V,V,0.3891818892986184,1,V
5966705,193.32636,-22.94591,0.49557,0.58,ROT,3.49914772477881E18,193.3262254,-22.94594243,58.146156,5.769561,1.740104758,0.172662154,28.902414,-28.1563824,-6.524394781,-79.39927,3.348130419,0.021012304,10.230487,0.69625473,6469.2856,4.0047,3.49914772477881E18,3.49914772477881E18,1.4533849,1.413041,1.4936987,1.9917676,6.259086,2.2906823,1.9999,1.9852,2.0213,2.6409,2.6241,2.6566,0.2199,-0.0648,0.1184,"[""SPOC""]","[""PDCSAP""]",1,[10],[15044],[15044],[0.9996676415846849],,1571.3079323213997,1595.685822567014,24.377890245614253,15039,0.9984403516025001,0.009147196,0.004,4,240000,3.6215692554815077E-9,0.6426538708988829,3.2084587428244965E-4,47,3.8501504913893955E-4,120948,2.0177925908024616,0.4955910753950718,0.008236116,1571,0.6426538708988829,2002.9987056437467,V,V,0.4955910753950718,1,V
6671953,284.69495,-51.39986,1.544831,0.52,ROT,6.65775816994617E18,284.695057,-51.3998564,15.990262,1.8317304,4.078675689,0.467224005,15.1187315,15.11857842,0.068037368,-2.691225,6.105439395,0.013474787,9.769568,0.617033,6347.3267,4.2239,6.65775816994617E18,6.65775816994617E18,1.2106005,1.1705977,1.2506061,1.2905003,2.4358459,2.2571483,1.2891,1.2863,1.2919,3.7045,3.7,3.7091,4.0E-4,-0.3857,2.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[13],[34040],[34040],[0.999882491186839],,1657.3103410035512,1682.3616406195667,25.051299616015513,34036,1.0000878249653307,0.002278146,0.004,4,240000,2.965073508289126E-9,0.16233644975530223,3.2136256407009646E-4,39,3.856350768841157E-4,38618,0.646992379,1.5456132595210625,0.092637581,1657,0.16233644975530223,505.1504683659823,,,1.5456132595210625,1,V
7584049,272.52805,47.0888,0.885215,0.55,ROT,2.12235214938053E18,272.5281909,47.08873363,39.31095,2.925046,2.054676765,0.152884223,27.085842,22.30816008,-15.36192816,3.8469098,6.615709321,0.012212946,8.750292,0.466465,6967.6484,4.1331,2.12235214938053E18,2.12235214938053E18,1.4518663,1.4118547,1.4918796,1.5922956,5.3848224,1.2840894,1.5965,1.5934,1.5999,2.8436,2.8395,2.8477,7.0E-4,-0.4134,4.0E-4,"[""SPOC""]","[""PDCSAP""]",8,"[14, 26, 40, 52, 54, 74, 80, 81]","[14290, 16941, 137330, 87522, 125444, 116212, 116308, 127188]","[14290, 16941, 137330, 87522, 125444, 116212, 116308, 127188]","[0.9994401679496151, 0.9994687444660882, 0.9513580426709386, 0.9552341125659835, 0.9643267115206785, 0.9838054589887447, 0.9786257179213812, 0.9771126206874863]",,1683.3557422462666,3533.1789442007653,1849.8232019544987,718866,1.0002337157978956,0.004035613,0.004,4,240000,3.2315606099939545E-10,0.3601960167340919,6.90642052432314E-5,3097,8.287704629187768E-5,67774,1.132441801840841,0.8830475865289057,3.635317059980377E-4,1683,0.3601960167340919,5215.379160095275,,,0.8830475865289057,1,X
7586485,63.59405,-38.3171,1.754747,0.85,ROT,4.84461821390365E18,63.59427435,-38.31709376,17.7466,1.853305,3.105991072,0.324363472,40.15831,40.09191139,2.308365676,20.848545,12.60630105,0.010970849,8.946541,0.77020264,5828.6987,4.29,4.84461821390365E18,4.84461821390365E18,1.0007269,0.9607149,1.0407413,1.085408,1.2251039,6.6386623,1.0895,1.0883,1.0906,4.4351,4.4329,4.437,5.0E-4,-0.286,3.0E-4,"[""SPOC""]","[""PDCSAP""]",4,"[4, 5, 31, 32]","[14983, 17279, 117131, 123851]","[14983, 17279, 117131, 123851]","[0.999666288460255, 0.9998842525609121, 0.956706593472266, 0.956132772444308]",,1410.905450736981,2200.2353902331083,789.3299394961273,262733,0.9998801553126179,0.008204903,0.004,4,240000,3.197724232010457E-10,0.7387738702764433,2.511845418576935E-5,1647,3.014214502292322E-5,33988,0.5699025579273247,1.754685930234976,0.002665742,1410,0.7387738702764433,29411.597736575262,,,1.754685930234976,1,V
7694175,273.34839,45.59092,0.888305,0.55,ROT,2.11541945369018E18,273.3483615,45.59083585,37.699814,2.9523606,2.220857369,0.173920534,20.053303,-5.014733831,-19.41616363,7.285088,7.199632009,0.015393869,8.499926,0.46130466,6939.5566,4.0879,2.11541945369018E18,2.11541945369018E18,1.4683226,1.4281484,1.5091363,1.6698499,5.8348794,1.4384191,1.6549,1.6013,1.6672,2.7921,2.7826,2.8368,0.0116,-0.5651,0.0063,"[""SPOC""]","[""PDCSAP""]",8,"[14, 25, 26, 40, 52, 53, 74, 81]","[18424, 17246, 16893, 19611, 15878, 16994, 16805, 16551]","[18424, 17246, 16893, 19611, 15878, 16994, 16805, 16551]","[0.9994029526704299, 0.999478139858518, 0.9997040194163263, 0.9993880985161389, 0.9998110593273712, 0.9998234671060374, 0.9999404939006248, 0.9998187420699656]",,1683.355896021175,3533.177812332765,1849.8219163115898,138355,1.000714220812403,0.006167463,0.004,4,240000,3.603319053273923E-10,0.29264191144710294,9.738613627180705E-5,3353,1.1686336352616846E-4,67378,1.1258483743682266,0.8882190735152531,3.021231981296569E-4,1683,0.29264191144710294,3004.9647994077136,,,0.8882190735152531,1,V
7866187,234.3206,-32.05732,0.817523,0.65,ROT,6.01620008010743E18,234.32043,-32.05742206,62.525646,3.102966,1.366495339,0.06781519,39.858162,-32.72681855,-22.75144688,-5.2415853,9.461617434,0.027395064,7.838083,0.4548564,6967.163,4.0768,6.01620008010743E18,6.01620008010743E18,1.4861778,1.4460814,1.5266742,1.7024119,6.170492,1.4213502,1.6888,1.6488,1.6982,2.7296,2.7192,2.7576,0.0047,-0.5534,0.0026,"[""SPOC""]","[""PDCSAP""]",1,[38],[18252],[18252],[0.9992877492877493],,2334.1964387943376,2360.5565197075816,26.36008091324402,18239,1.0020650469302046,0.009632151,0.004,4,240000,1.0558583793705493E-8,0.44073789872948116,6.771114145134218E-4,44,8.125336974161061E-4,73225,1.2232013300055418,0.8175269070345677,0.019040141329710887,2334,0.44073789872948116,650.9089778765571,,,0.8175269070345677,1,V
8070739,158.02395,-2.16058,0.79776,0.6,ROT,3.781741110973E18,158.0238055,-2.160582121,66.926796,2.8347175,1.478545628,0.06262453,31.288965,-31.28895112,-0.029688953,24.039303,4.186506209,0.020353608,9.345141,0.4882269,6950.007,3.9846,3.781741110973E18,3.781741110973E18,1.566863,1.5265483,1.6071591,1.9652874,8.12019,1.5159551,1.9559,1.9457,1.9669,2.4097,2.3964,2.4223,0.0623,-0.4346,0.0335,"[""SPOC""]","[""PDCSAP""]",1,[9],[15783],[15783],[0.9998732813786986],,1544.3873833734228,1568.4799720826927,24.092588709269876,15781,1.0013638752474496,0.011126079234490483,0.004,4,240000,6.212704481271128E-8,0.5911555868131828,5.033463308194161E-4,50,6.040155969832993E-4,75040,1.2534212059216914,0.7978164046336359,0.019373057291110444,1544,0.5911555868131828,1174.4509706682848,,,0.7978164046336359,1,V
8592789,247.97961,32.5321,1.638493,0.51,ROT,1.32492831767871E18,247.9795153,32.53204743,24.993065,1.8801832,2.5582735,0.192454301,21.704094,-18.83632293,-10.78242255,-18.205746,6.09450535,0.013432963,9.876977,0.652133,6235.0283,4.2573,1.32492831767871E18,1.32492831767871E18,1.1706526,1.1306492,1.2106601,1.2665629,2.1850195,2.9215822,1.2638,1.2609,1.2667,3.8071,3.8024,3.812,7.0E-4,-0.1758,4.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[24, 25]","[15717, 16386]","[15717, 16386]","[0.9997454985048038, 0.9999389722934212]",,1955.7983806427565,2009.308408373508,53.51002773075152,32098,0.9999494891837497,0.001712308,0.004,4,240000,8.645037330551488E-11,0.26333842106578187,1.5611458283878988E-4,85,1.8733749940654784E-4,36303,0.6084474685311189,1.6435272586705738,0.056353506092666164,1955,0.26333842106578187,1686.8278176018673,,,1.6435272586705738,1,V
9375080,150.76701,39.31493,1.834754,0.66,ROT,8.03230253826927E17,150.7668442,39.31474136,13.140332,1.7135298,6.748992195,0.880084251,50.436924,-29.00940585,-41.25939312,8.547422,7.694041354,0.026767878,8.182637,0.45753813,6969.3203,4.0856,8.03230253826927E17,8.03230253826927E17,1.5086812,1.4686229,1.5487617,1.7716162,6.6784263,1.4596575,1.7529,1.7236,1.7628,2.6363,2.6259,2.6669,0.0016,-0.3935,9.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[21, 48]","[17327, 15492]","[17327, 15492]","[0.9996537196283257, 0.9997418022205009]",,1870.4504215494223,2635.990376190835,765.5399546414126,32809,1.001331829282514,0.012104231890123012,0.004,4,240000,3.4219476077098345E-10,0.44739475481836505,1.141441040901968E-4,1727,1.3697292490823614E-4,32332,0.5423300430418461,1.843895637,0.002320986,1870,0.44739475481836505,3919.5607901467533,,,1.843895637,1,X
9446308,68.84555,58.61477,0.78106,0.58,ROT,2.79013307617329E17,68.84552479,58.61477242,61.896645,3.5820215,1.430732077,0.082797914,3.0717297,-2.858270905,1.125082351,-20.194054,5.4402021,0.016573673,9.033373,0.48674774,6879.5186,4.0648,2.79013307617329E17,2.79013307617329E17,1.4754586,1.4353786,1.5155741,1.7405931,6.1145625,1.5801901,1.7504,1.7451,1.7559,2.693,2.6853,2.7006,0.0095,-0.3835,0.0051,"[""SPOC""]","[""PDCSAP""]",2,"[19, 73]","[16861, 12115]","[16861, 12115]","[0.9998813830733646, 0.9999174576970697]",,1816.0889693172949,3312.653142394354,1496.564173077059,28973,1.0006585712176854,0.006144077,0.004,4,240000,1.416272657951929E-9,0.34967327677354676,4.920557592877452E-4,3835,5.904669111452943E-4,76120,1.2714032808470035,0.7865324992191338,2.2660634847677447E-4,1816,0.34967327677354676,710.6375043342683,,,0.7865324992191338,1.01,X
10057347,133.2754,52.39023,4.137148,0.51,ROT,1.01722967940771E18,133.275137,52.39038024,10.158311,0.8947059,5.870927962,0.517089296,49.337517,-35.69425945,34.06039498,-6.23191,28.00397301,0.020229602,6.80655,0.65386343,6189.8086,4.296,1.01722967940771E18,1.01722967940771E18,1.1544095,1.114405,1.1944177,1.1738805,1.8223231,2.1472151,1.1788,1.1725,1.1805,4.0309,4.0285,4.0348,1.0E-4,-0.716,0,"[""SPOC""]","[""PDCSAP""]",1,[20],[17633],[17633],[0.9997731526115805],,1842.508100174636,1868.8266827576847,26.318582583048737,17629,0.999804609,0.001667362,0.004,4,240000,4.33541835862148E-8,0.7462967665293149,1.1158305254689464E-4,49,1.3389966305627356E-4,14220,0.2407639865166105,4.153445099776205,0.5776237832209881,1842,0.7462967665293149,6688.262684117475,,,4.153445099776205,1,V
12966638,345.53934,-27.35097,0.76983,0.61,ROT,6.60977943387833E18,345.5394578,-27.35102965,71.24637,2.9756036,1.266906615,0.052912336,26.921541,23.74427465,-12.68774218,-5.658774,4.170282865,0.017710675,9.526137,0.47682285,6870.803,4.0612,6.60977943387833E18,6.60977943387833E18,1.4982284,1.4581136,1.5383316,1.8145819,6.6211157,1.6113604,1.7841,1.7382,1.7992,2.6675,2.6511,2.7195,0.0017,-0.5379,9.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[2, 29]","[17312, 14724]","[17312, 14724]","[0.9999422365988909, 0.99986416734583]",,1354.113673027079,2112.526807586925,758.4131346,32033,1.0003857348846503,0.007100306,0.004,4,240000,1.0903806082477855E-9,0.5804864346271903,2.4266332376855326E-4,1871,2.911959885222639E-4,77610,1.2962118842161843,0.7714788085010478,4.162107949015697E-4,1354,0.5804864346271903,2392.147381863297,,,0.7714788085010478,1,X
13205880,77.41932,-29.05523,1.700883,0.57,ROT,4.87624463508485E18,77.41930448,-29.05522949,15.205758,2.7175114,3.795679763,0.678348493,2.0940218,-2.091581508,-0.101063246,16.274017,9.562920774,0.012017537,9.22807,0.6913986,6104.623,4.3466,4.87624463508485E18,4.87624463508485E18,1.1216279,1.0816166,1.1616493,1.1380013,1.6208524,2.5591843,1.1408,1.1391,1.1424,4.1224,4.1193,4.1253,8.0E-4,-0.1837,4.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[5],[17148],[17148],[0.9999416841614183],,1438.071276420368,1463.6436475451435,25.57237112,17147,0.9997912383198226,0.001448759,0.004,4,240000,1.1229661399573366E-7,0.34034581768069777,2.8879394889009977E-4,38,3.465527386681197E-4,35076,0.5880178334076392,1.7006286938694886,0.1005943276527055,1438,0.34034581768069777,1178.507440992872,V,V,1.7006286938694886,1,V
13223859,77.80056,-29.59594,1.044529,0.59,ROT,4.87597992766036E18,77.80055036,-29.59606674,37.74435,2.7723234,2.190490498,0.160891579,28.404795,-1.608011722,-28.35924294,0.88367397,8.124060948,0.05936537,8.209556,0.46272993,6923.2363,4.0933,4.87597992766036E18,4.87597992766036E18,1.4718533,1.4316566,1.5120903,1.6944638,5.945208,1.4828283,1.6342,1.5785,1.6584,2.8304,2.7991,2.9009,0.0018,-0.588,0.001,"[""SPOC""]","[""PDCSAP""]",2,"[5, 32]","[17148, 17497]","[17148, 17497]","[0.9998833683228365, 0.9998285420357775]",,1438.0726135238922,2200.062657344895,761.9900438210027,34640,1.0005913945323326,0.006177562,0.004,4,240000,1.021698577387487E-9,0.6282499118947278,1.5989085796112878E-4,1775,1.9186902955335453E-4,57094,0.9546190609127538,1.0475382704425107,7.673705615068233E-4,1438,0.6282499118947278,3929.2422337708776,,,1.0475382704425107,1,X
14674075,126.77055,19.25374,0.711517,0.58,ROT,6.62573339056904E17,126.7704846,19.25355963,10.055881,1.477936,9.529517596,1.400575158,43.92294,-14.07260259,-41.60752784,62.05056,7.181419618,0.04222461,8.265194,0.47320652,6854.825,3.9847,6.62573339056904E17,6.62573339056904E17,1.5220284,1.4818038,1.562294,1.9003354,7.192258,1.6417773,1.8941,1.836,1.9135,2.5485,2.5276,2.6091,0.0062,-0.5828,0.0033,"[""SPOC""]","[""PDCSAP""]",3,"[44, 45, 46]","[15240, 15523, 16651]","[15240, 15523, 16651]","[0.9995406824146982, 0.9999355794627327, 0.999459491922407]",,2500.435446683972,2578.705874501233,78.27042782,47397,1.0016736273156526,0.014413471618554446,0.004,4,240000,3.4672061578254855E-10,0.21222204175302034,5.282954489277326E-4,134,6.339545387132791E-4,84098,1.4042375343230598,0.7121302312162376,0.005851512,2500,0.21222204175302034,401.71090283621004,,,0.7121302312162376,1,V
16039917,63.56234,18.89401,0.358769,0.55,ROT,4.84705656574612E16,63.56242932,18.89395745,50.5563,3.0231702,1.66139633,0.099348328,21.33326,18.13189187,-11.24021609,14.17487,8.775255999,0.029732145,8.073781,0.46856308,6952.8115,4.0901,4.84705656574612E16,4.84705656574612E16,1.4651897,1.4251447,1.5052357,1.6496848,5.7327123,1.3948826,1.6602,1.6549,1.6661,2.7737,2.7659,2.7809,0.0011,-0.5345,6.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[43, 44]","[15697, 15665]","[15697, 15665]","[0.9988532840670191, 0.9996169805298436]",,2474.170691521312,2524.444957200811,50.27426567949897,31338,1.0000888218756783,0.005953814,0.004,4,240000,1.8825593999854337E-9,0.8131076800920355,2.3542666899082498E-4,85,2.8251200278898997E-4,167109,2.7863764432351803,0.35888905191824305,0.002211033,2474,0.8131076800920355,3453.761987,V,V,0.35888905191824305,1,V
17200600,64.8196,19.72457,1.216339,0.52,ROT,4.89869581659395E16,64.8198513,19.72449545,47.783783,1.2511337,1.471710525,0.038534133,54.887794,52.43364576,-16.22907581,26.99542,10.84472324,0.02333991,8.359723,0.6256857,6316.91,4.2035,4.89869581659395E16,4.89869581659395E16,1.2183995,1.1783905,1.2584094,1.3910128,2.7760072,3.0452895,1.39,1.387,1.3931,3.5395,3.5347,3.5443,5.0E-4,-0.1143,2.0E-4,"[""SPOC""]","[""PDCSAP""]",3,"[43, 44, 70]","[109240, 113846, 108216]","[109240, 113846, 108216]","[0.960508971072867, 0.969072255503048, 0.984808161454868]",,2474.1685990272385,3233.0819295793717,758.9133305521332,321823,0.9999753427907264,0.001553652,0.004,4,240000,4.4977220059817547E-10,0.3799335758609751,1.6105372245227634E-4,1761,1.932644669427316E-4,49075,0.8211021545923108,1.2178752599870044,0.00121009,2474,0.3799335758609751,2359.0487079462414,,,1.2178752599870044,1,V
17745958,117.94066,13.33313,1.029072,0.55,ROT,3.1522904952829E18,117.9406166,13.33306823,43.65905,4.055647,1.571004573,0.145936295,17.478868,-9.620896008,-14.59277905,26.927933,4.832540274,0.018443143,10.166925,0.6361189,6356.553,4.194,3.1522904952829E18,3.1522904952829E18,1.2206722,1.1806594,1.2606847,1.3476043,2.6708944,2.6201892,1.3557,1.3505,1.3608,3.5833,3.5754,3.5912,2.0E-4,-0.3239,1.0E-4,"[""SPOC""]","[""PDCSAP""]",3,"[7, 71, 72]","[16334, 14416, 13214]","[16334, 14416, 13214]","[1.0, 1.0, 1.0]",,1491.6415117453262,3285.5865010051148,1793.9449892597886,43964,0.9999791470214265,0.001545493,0.004,4,240000,3.3375356651377895E-10,0.28810246154543795,1.4983356778521944E-4,4359,1.7980028134226332E-4,59052,0.9872198967495698,1.0129455486994425,3.075110690797582E-4,1491,0.28810246154543795,1922.8165343991645,,,1.0129455486994425,0.98,X
17751950,252.12183,32.11672,1.060241,0.59,ROT,1.31397512028211E18,252.1217533,32.11667379,26.84411,4.2796197,2.264262397,0.360979819,17.63713,-15.00555698,-9.268312622,-18.833271,5.430506266,0.01310254,10.303925,0.6823702,6190.791,4.2655,1.31397512028211E18,1.31397512028211E18,1.1529647,1.1129595,1.1929737,1.1907225,1.8766743,2.4269655,1.2014,1.1984,1.2044,3.9605,3.9552,3.9661,6.0E-4,-0.3315,3.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[25],[12885],[12885],[0.9999223903764066],,1983.636304027408,2009.3084811472863,25.67217711987837,12884,1.0000088737969575,0.001971819,0.004,4,240000,7.258615914358166E-8,0.2066514242231172,5.214531115203372E-4,41,6.257437338244046E-4,56404,0.9431305130438044,1.0602986396576848,0.048836725,1983,0.2066514242231172,396.29914877793874,V,V,1.0602986396576848,1,V
18542391,71.86427,22.30422,1.69088,0.52,ROT,3.41303562335954E18,71.86422584,22.30425271,18.09302,1.5748328,4.455276175,0.387791262,12.587224,-9.728243339,7.987457674,9.450011,7.764969481,0.026584819,8.571494,0.53138447,6735.7036,4.1062,3.41303562335954E18,3.41303562335954E18,1.3908104,1.3507211,1.4309741,1.5911397,4.700049,1.7554278,1.5933,1.5585,1.6055,2.9952,2.9787,3.0405,0.0257,-0.4876,0.0139,"[""SPOC""]","[""PDCSAP""]",4,"[43, 44, 70, 71]","[15672, 16134, 107688, 108368]","[15672, 16134, 107688, 108368]","[1.0, 1.0, 0.9889588440680485, 0.9838236379743097]",,2474.168507777158,3259.436709931802,785.2682021546439,244920,0.9999993580597744,9.002266540832245E-4,0.004,4,240000,3.1823007355548986E-10,0.044859016,4.595708160409445E-5,1853,5.514849792491333E-5,17541,0.2960588669119455,3.377706637975556,0.011397540719845075,2474,0.044859016,976.1067186415661,,,3.377706637975556,2,V
18825981,176.69268,41.44508,1.094328,0.52,ROT,7.69142953822057E17,176.6924986,41.4450257,23.690372,1.6328862,2.697880546,0.185954527,32.566334,-30.2787229,-11.99020097,3.4471507,5.219350243,0.020690426,10.153834,0.62634087,6313.8833,4.2795,7.69142953822057E17,7.69142953822057E17,1.1977328,1.1577274,1.2377445,1.2647656,2.2907794,2.2429335,1.2633,1.258,1.2686,3.7506,3.7415,3.7592,7.0E-4,-0.1168,4.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[22],[16603],[16603],[0.9998795398421972],,1900.3709338451567,1926.497110904685,26.126177059528345,16601,1.0000198549743988,0.001287734,0.004,4,240000,6.132266354934555E-10,0.19663310811568774,2.631430720259907E-4,44,3.1577168643118886E-4,54659,0.914076142,1.0940007665330642,0.041807749,1900,0.19663310811568774,747.2479005499572,,,1.0940007665330642,1,V
19758463,125.45634,-9.64293,1.50502,0.7,ROT,5.75244194656622E18,125.4562956,-9.642929952,23.293293,2.2149622,3.193689765,0.303688367,9.5295315,-9.527976344,0.172158501,18.105936,6.317053191,0.014078193,9.839537,0.81267357,5781.685,4.1075,5.75244194656622E18,5.75244194656622E18,1.0330657,0.9929383,1.0731604,1.475241,2.1897817,9.14579,1.4704,1.4662,1.4748,3.8033,3.7965,3.8099,0.0481,0.0312,0.0257,"[""SPOC""]","[""PDCSAP""]",1,[34],[16865],[16865],[0.9986362288763712],,2229.0682351389296,2254.069764833476,25.001529694546207,16842,1.0004881877140483,0.004219307,0.004,4,240000,1.1204012919734534E-7,0.33895177215384104,1.6763805960710501E-4,40,2.01165671528526E-4,39662,0.6643750515627148,1.5051739189300417,0.073028902,2229,0.33895177215384104,2021.926124343396,,,1.5051739189300417,1,V
20072435,88.92984,-38.10452,0.951323,0.54,ROT,2.88389218215962E18,88.92995951,-38.1044719,29.808487,1.1610459,2.222730773,0.086575761,23.061417,20.7577957,10.0470305,25.501238,18.95134446,0.015708258,7.3535805,0.63587046,6268.4634,4.1847,2.88389218215962E18,2.88389218215962E18,1.1853552,1.1453539,1.2253563,1.3048227,2.368402,2.976011,1.3096,1.3082,1.3109,3.7292,3.7272,3.7312,1.0E-4,-0.4706,0,"[""SPOC""]","[""PDCSAP""]",5,"[5, 6, 32, 33, 87]","[17397, 14614, 17631, 122198, 109195]","[17397, 14614, 17631, 122198, 109195]","[0.9982180835776283, 0.9993841521828384, 0.9994328171969826, 0.953608078691959, 0.981308667979303]",,1437.9909690518505,3689.9402637367807,2251.9492946849305,273275,0.9999887121261731,0.00116904,0.004,4,240000,5.814360645624772E-10,0.18434112132751734,1.575277553918572E-4,4081,1.8903330647022863E-4,63682,1.0643097179571581,0.9395761244381057,2.6457724950128183E-4,1437,0.18434112132751734,1170.213597400412,,,0.9395761244381057,0.99,X
20090626,137.46323,-8.09365,0.764471,0.5,ROT,5.74413018841527E18,137.4631607,-8.093584243,9.425115,0.87076557,14.22752333,1.314449475,22.684246,-16.35345019,15.72067594,40.42479,4.978331913,0.0690163,9.097433,0.7939358,5960.1685,3.7214,5.74413018841527E18,5.74413018841527E18,1.405854,1.3629552,1.4469842,2.4877212,7.022514,3.2334068,2.6505,2.6196,2.6791,2.4061,2.3836,2.426,0.0551,-0.1872,0.0295,"[""SPOC""]","[""PDCSAP""]",1,[8],[12990],[12990],[1.0],,1517.9063909141162,1542.004884133791,24.098493219674765,12990,1.000009916717475,5.893322314258486E-4,0.004,4,240000,7.69041961059653E-8,0.18143647081651126,4.1479808383439816E-4,47,4.977577006012778E-4,78327,1.3081499839582664,0.7644383383120561,0.018943792083128692,1517,0.18143647081651126,437.4091344379185,,,0.7644383383120561,1,V
