TESS_ID,RAdeg,DEdeg,Gao_Period,CCProb,Type,Gaia_dr3_source_id,ra,dec,vbroad,vbroad_error,Psini,e_P_sini,pm,pmra,pmdec,radial_velocity,parallax,parallax_error,phot_g_mean_mag,bp_rp,teff_gspphot,logg_gspphot,gaia_source_id,par_source_id,mass_flame,mass_flame_lower,mass_flame_upper,radius_flame,lum_flame,age_flame,radius_gspphot,radius_gspphot_lower,radius_gspphot_upper,mg_gspphot,mg_gspphot_lower,mg_gspphot_upper,ag_gspphot,mh_gspphot,ebpminrp_gspphot,authors_used,flux_kinds_used,n_usable_sectors,sector_numbers_downloaded,raw_points_per_sector,kept_points_per_sector,kept_frac_per_sector,sector_ls_json,time_min_btjd,time_max_btjd,baseline_days,n_points_total,flux_mean,flux_std,fmin,fmax,n_freq,power_min,power_max,power_median,n_peaks,threshold,best_idx,best_freq,best_period_days,period_err_days,T0_btjd,best_power,best_power_over_median,IsBinary,DoublePeriod,CorrectedPeriod,P_Sussholz/P_Gao,under3sig
88933397,263.48204,41.91666,1.777085,0.6,ROT,1.34737745890013E18,263.4818962,41.916624,18.291498,2.1906793,3.683369097,0.441138306,25.6298,-24.50759865,-7.500951077,-24.583057,7.26345862,0.011139519,9.345206,0.62341404,6320.0283,4.2049,1.34737745890013E18,1.34737745890013E18,1.2049733,1.1649662,1.2449915,1.3294866,2.5415428,2.7723927,1.3317,1.3295,1.3338,3.6455,3.6418,3.6489,0.0012,-0.3126,6.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[25, 26]","[17246, 16941]","[17246, 16941]","[0.9998840310796706, 0.9997048580367157]",,1983.635171281836,2035.1365621869552,51.50139090511925,34180,1.0000531076395553,0.001122717,0.004,4,240000,8.489453470759728E-9,0.34925526449829564,1.1829048954007355E-4,89,1.4194858744808825E-4,33489,0.5615941733090555,1.780645255109657,0.057174097,1983,0.34925526449829564,2952.521930175778,,,1.780645255109657,1,V
88974806,123.17291,-3.19416,0.748798,0.52,ROT,3.06960715215332E18,123.1728511,-3.194183599,66.50997,6.4297266,1.442779678,0.139478019,13.202909,-12.24997524,-4.92492971,37.5691,2.461711566,0.015975991,10.58074,0.5032778,6891.372,4.0132,3.06960715215332E18,3.06960715215332E18,1.5360973,1.4958539,1.5763685,1.9169681,7.4651794,1.5921729,1.8967,1.8847,1.9089,2.5071,2.4944,2.5205,0.0681,-0.3452,0.0366,"[""SPOC""]","[""PDCSAP""]",1,[34],[16774],[16774],[1.0],,2229.133841371756,2254.069929,24.936087774914085,16774,1.000017546372958,0.001367679,0.004,4,240000,4.2851416977200204E-8,0.13934247766863866,3.712182615637932E-4,39,4.4546191387655177E-4,79934,1.334906645444356,0.7491160549786055,0.019032914044098306,2229,0.13934247766863866,375.36536344317994,,,0.7491160549786055,1,V
90795680,347.3712,24.20721,0.681549,0.53,ROT,2.84244729394066E18,347.3713709,24.20714327,71.01664,4.762494,1.156307385,0.077543897,37.655853,34.29577275,-15.54874196,-5.8467627,4.924026246,0.015669215,9.345509,0.46239376,6974.0703,4.1355,2.84244729394066E18,2.84244729394066E18,1.4619578,1.421887,1.5021706,1.6195745,5.604737,1.319582,1.6231,1.6084,1.7,2.804,2.6918,2.8278,0.004,-0.4206,0.0022,"[""SPOC""]","[""PDCSAP""]",1,[56],[16665],[16665],[0.9998799879987998],,2825.2624283774617,2853.1431494394906,27.880721062028897,16663,1.000326524299946,0.004677728,0.004,4,240000,8.07814946075145E-7,0.5673110827948439,6.136487943141648E-4,52,7.363785531769978E-4,87887,1.467324647,0.6815124396075235,0.013169772,2825,0.5673110827948439,924.4882220112409,,,0.6815124396075235,1,V
90823848,347.5333,28.56465,2.059256,0.54,ROT,2.84608313837555E18,347.5332564,28.56458528,10.340182,2.2188637,7.999773447,1.716643567,17.63658,-9.221124154,-15.03395501,-3.2828147,5.132758385,0.021808365,9.286392,0.48464584,6890.143,4.1174,2.84608313837555E18,2.84608313837555E18,1.4432268,1.4031603,1.4832882,1.630066,5.399265,1.4766933,1.635,1.6236,1.6437,2.8347,2.8232,2.8481,0.0012,-0.3575,7.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[56],[16665],[16665],[1.0],,2825.262180436109,2853.142991265527,27.88081082941835,16665,1.0003789052847285,0.00351481,0.004,4,240000,3.4015026964072696E-8,0.5070062614919966,2.2820694633258223E-4,45,2.738483355990987E-4,28964,0.48625260938587245,2.0565442337944067,0.12921955056244905,2825,0.5070062614919966,2221.6951308445286,,,2.0565442337944067,1,V
92939129,83.57818,-20.73851,0.665358,0.51,ROT,2.96542151911791E18,83.57815323,-20.73849849,79.34366,8.224286,1.789856892,0.185525787,7.00365,-6.369093129,2.91303437,-2.0159655,1.888304947,0.013737135,10.4335,0.5566807,6909.476,3.7935,2.96542151911791E18,2.96542151911791E18,1.8123535,1.7719519,1.85274,2.8097208,16.19012,1.2929039,2.807,2.7118,2.8478,1.6483,1.6155,1.7184,0.1824,-0.4679,0.0983,"[""SPOC""]","[""PDCSAP""]",1,[32],[17193],[17193],[0.9998836735880882],,2174.233897001632,2199.8550203083646,25.621123306732443,17191,1.001772047151998,0.025275985907601477,0.004,4,240000,3.5188735802968375E-7,0.980366304,1.8444673253438282E-4,49,2.2133607904125936E-4,90029,1.502989095787899,0.6653408217015564,0.014711769937449784,2174,0.980366304,5315.173062436172,V,V,0.6653408217015564,1,V
93021840,129.44603,-52.87007,1.065876,0.53,ROT,5.32119015589813E18,129.4458687,-52.86997052,45.317795,3.8256586,1.459914752,0.123243759,30.713982,-21.37494719,22.05584582,15.382674,6.576787707,0.012463503,9.548629,0.6043215,6402.787,4.2179,5.32119015589813E18,5.32119015589813E18,1.231976,1.1919736,1.2719815,1.3082125,2.591927,2.0252616,1.3077,1.3054,1.3106,3.6375,3.6328,3.6414,5.0E-4,-0.4018,3.0E-4,"[""SPOC""]","[""PDCSAP""]",4,"[35, 36, 61, 62]","[13780, 15701, 15887, 17489]","[13780, 15701, 15887, 17489]","[1.0, 0.9998726195783708, 1.0, 0.9999428212018984]",,2255.691887295813,3014.154219231378,758.4623319355651,62854,1.000005346239539,0.001133183,0.004,4,240000,4.359565913049295E-10,0.22150655261897034,1.4825872173921165E-4,1770,1.7791046608705397E-4,56193,0.9396173484056184,1.064263023343323,8.297870839664524E-4,2255,0.22150655261897034,1494.0541104124873,,,1.064263023343323,1,V
93057194,84.5727,-20.17605,0.644195,0.53,ROT,2.96553332570508E18,84.57258978,-20.17612164,97.2686,2.5457458,0.956838971,0.025042704,27.103893,-22.2813482,-15.4325177,22.299412,6.767852865,0.016066823,8.432071,0.47615814,6901.0225,4.0274,2.96553332570508E18,2.96553332570508E18,1.5109922,1.4709648,1.5510194,1.832048,6.860922,1.5724541,1.8396,1.8329,1.8447,2.5727,2.5672,2.5792,6.0E-4,-0.4125,3.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[6],[14631],[14631],[0.9995215638028843],,1468.2762313750286,1490.0481117381107,21.77188036308212,14624,1.000134066626094,0.002602171,0.004,4,240000,9.45502821249557E-7,0.28332177466289604,6.951386572036494E-4,35,8.341663886443793E-4,92985,1.5522067008612537,0.6442440941951496,0.021955036039172607,1468,0.28332177466289604,407.57591557721906,,,0.6442440941951496,1,V
93329992,86.36581,-22.19806,0.996892,0.53,ROT,2.96410416674944E18,86.36573449,-22.19813951,35.068104,3.0379415,1.911865167,0.165624424,23.667345,-16.36793498,-17.09485208,4.0056753,5.905559127,0.014462309,9.779185,0.6164665,6359.821,4.25,2.96410416674944E18,2.96410416674944E18,1.2176521,1.1774851,1.2583146,1.3226097,2.5834565,2.451093,1.3252,1.3207,1.33,3.6249,3.6161,3.6326,0.0072,-0.2704,0.0039,"[""SPOC""]","[""PDCSAP""]",1,[6],[14619],[14619],[1.0],,1468.2760829613258,1490.048033464872,21.77195050354635,14619,1.000010101967303,0.001279562,0.004,4,240000,6.330339177273995E-8,0.2253979345844586,2.950794211268235E-4,36,3.5409530535218816E-4,60019,1.0033205138354744,0.9966904754864616,0.042805634175336615,1468,0.2253979345844586,763.8551469422323,,V,0.9966904754864616,1,V
93848123,176.17201,-50.75426,1.900014,0.6,ROT,5.36999658370171E18,176.1719557,-50.75407514,7.8479853,1.3707062,15.77222321,2.754730457,42.043156,-7.910575111,41.29224671,18.2138,5.820286749,0.012293975,9.22784,0.9449253,5590.57,3.7538,5.36999658370171E18,5.36999658370171E18,1.3325627,1.2925241,1.3730038,2.4672794,5.359662,3.8564875,2.4466,2.4099,2.4941,2.87,2.8603,2.8775,0.2049,-0.147,0.1099,"[""SPOC""]","[""PDCSAP""]",2,"[37, 64]","[15471, 18848]","[15471, 18848]","[0.9998707258742163, 0.9997877758913413]",,2308.375629127213,3068.034878606957,759.6592494797442,34313,1.0000467334634102,0.001551905,0.004,4,240000,1.9189522926553144E-11,0.546680999,8.823941347003106E-5,1928,1.0588729616403728E-4,31285,0.5248974204059184,1.9051341483573516,0.002900737,2308,0.546680999,6195.428750027961,,,1.9051341483573516,1,V
97398606,32.48835,14.85462,0.991472,0.51,ROT,7.75629904928022E16,32.48830137,14.85463465,56.46779,5.22969,1.583246255,0.146630267,10.677956,-10.23307268,3.050075595,3.005695,5.642393806,0.021222822,8.937061,0.49406433,6860.879,4.072,7.75629904928022E16,7.75629904928022E16,1.4746773,1.4345601,1.5148282,1.7527521,6.1348553,1.6160513,1.7671,1.76,1.7754,2.6744,2.6627,2.6849,0.0084,-0.2528,0.0045,"[""SPOC""]","[""PDCSAP""]",2,"[42, 43]","[12954, 14640]","[12954, 14640]","[0.9999228037671761, 0.999931693989071]",,2447.693304825434,2498.4076281244666,50.71432329903246,27592,1.000434026209046,0.004563087,0.004,4,240000,3.551558193563696E-11,0.4753507680597009,3.839338031952105E-4,86,4.607205638342526E-4,60237,1.0069502289592873,0.9930977433050782,0.016503121580557105,2447,0.4753507680597009,1238.1060591791902,,,0.9930977433050782,1,V
101031443,54.14842,31.07461,1.319724,0.73,ROT,1.21201468832751E17,54.14835681,31.07457059,22.620508,1.6126696,3.900160288,0.278051666,14.631943,-11.73564316,-8.738902658,-12.74968,6.930908113,0.036596306,8.563764,0.5065422,6937.572,4.0622,1.21201468832751E17,1.21201468832751E17,1.4911889,1.4509423,1.5314584,1.7428137,6.344338,1.4902209,1.7438,1.7342,1.7527,2.6711,2.6581,2.6837,0.0975,-0.4642,0.0525,"[""SPOC""]","[""PDCSAP""]",1,[18],[14570],[14570],[0.9994509265614276],,1790.663363126224,1814.1372186522271,23.473855526003035,14562,1.0021097557883532,0.013183076836817196,0.004,4,240000,1.6337894294245393E-7,0.613220471,5.845693697951992E-4,36,7.01483243754239E-4,45280,0.7579151413130888,1.3194089225708026,0.067100519,1790,0.613220471,1049.01232,,,1.3194089225708026,1,V
101058341,56.7641,-46.5026,0.758405,0.65,ROT,4.83495614809882E18,56.76418156,-46.50255935,58.864006,7.9307404,1.83680543,0.247472573,15.814139,12.70321217,9.418885685,-19.02407,2.133981771,0.013272053,10.9509945,0.6309204,6296.4966,3.9295,4.83495614809882E18,4.83495614809882E18,1.4586673,1.4184823,1.4989042,2.137231,6.473584,2.5137517,2.1371,2.1221,2.1521,2.6077,2.5917,2.6225,0.0028,0.0095,0.0015,"[""SPOC""]","[""PDCSAP""]",2,"[30, 31]","[16117, 16731]","[16117, 16731]","[0.9999379537134703, 0.9999402307094615]",,2115.8878584504373,2169.946337553893,54.05847910345574,32846,1.000476112865798,0.011819149,0.004,4,240000,1.5481612931014445E-9,0.9615094268487939,1.192074243517969E-4,93,1.4304890922215628E-4,78900,1.3176904737103072,0.7589035664682576,0.009081116,2115,0.9615094268487939,8065.851871870432,V,V,0.7589035664682576,1,V
101181236,153.21642,-14.93517,1.118277,0.51,ROT,3.75273527267806E18,153.2162363,-14.93515275,20.379147,0.8919893,4.716641521,0.206446019,41.29287,-41.05867391,4.391633645,22.496788,5.726790446,0.019311877,8.86,0.5407982,6743.3325,4.0311,3.75273527267806E18,3.75273527267806E18,1.4908051,1.4506593,1.5309681,1.8933042,6.677491,1.8143382,1.8999,1.8934,1.9072,2.591,2.5808,2.6008,0.0558,-0.2699,0.0301,"[""SPOC""]","[""PDCSAP""]",1,[35],[13684],[13684],[0.9997807658579363],,2255.829426340051,2279.983897753287,24.15447141323557,13681,1.0000184997083548,0.001168801,0.004,4,240000,3.282465817272751E-8,0.6467111605630779,3.115082569731479E-4,32,3.7380990836777744E-4,53466,0.8942126092192051,1.118302280341545,0.045122523,2255,0.6467111605630779,2076.0642650278915,,,1.118302280341545,1,V
101872303,261.17831,40.76644,0.916705,0.51,ROT,1.34707086695439E18,261.1783475,40.76648075,32.797745,2.9530525,2.492943096,0.224460305,10.827036,6.574038582,8.602715527,-2.9602706,5.169719862,0.010456488,9.323794,0.49016285,6833.773,4.1162,1.34707086695439E18,1.34707086695439E18,1.4279608,1.3878424,1.4685442,1.6278636,5.215556,1.5809882,1.6161,1.604,1.6215,2.8961,2.8887,2.9032,0.0099,-0.3958,0.0054,"[""SPOC""]","[""PDCSAP""]",2,"[25, 26]","[17246, 16941]","[17246, 16941]","[0.9997100776991766, 0.9999409716073432]",,1983.6353487248632,2035.136603597282,51.50125487241871,34181,1.0004516973766129,0.005460453,0.004,4,240000,2.0476545615209627E-8,0.503835077,2.287853892049272E-4,68,2.7454246704591265E-4,65374,1.0924816353401472,0.9153471945445081,0.017145084895268142,1983,0.503835077,2202.217017176791,,,0.9153471945445081,1,V
114926803,132.6273,-15.45496,0.958108,0.55,ROT,5.73335071385576E18,132.6271251,-15.45489061,52.99481,5.088823,2.275845757,0.218537933,40.490784,-37.266582,15.83368417,47.4867,3.218997294,0.01516975,9.671596,0.51816463,6840.9795,3.8814,5.73335071385576E18,5.73335071385576E18,1.6445293,1.6043551,1.6847041,2.2950945,10.393375,1.545773,2.3839,2.3519,2.4259,2.0526,2.0181,2.0794,0.0809,-0.5737,0.0436,"[""SPOC""]","[""PDCSAP""]",2,"[34, 35]","[16897, 13707]","[16897, 13707]","[0.999940817896668, 0.9999270445757642]",,2229.0511233548564,2279.983095580895,50.93197222603885,30602,1.0000296298800733,0.001600405,0.004,4,240000,9.778620807767095E-9,0.42486560791060674,2.3909552020891155E-4,79,2.8691462425069387E-4,62492,1.0444961354005642,0.9573994255292291,0.016253690296310006,2229,0.42486560791060674,1776.9701730060735,,,0.9573994255292291,1,V
115351727,251.38287,42.4472,1.725206,0.5,ROT,1.35656367239124E18,251.3827656,42.44739683,17.342472,1.0705452,4.922023459,0.30383492,47.51627,-17.30933709,44.25135754,-38.41631,10.67000125,0.019453496,8.036814,0.62637806,6278.272,3.9736,1.35656367239124E18,1.35656367239124E18,1.3099751,1.2699604,1.34999,1.6936989,4.015878,3.1385286,1.6872,1.6834,1.6908,3.1815,3.1768,3.1872,5.0E-4,-0.6476,3.0E-4,"[""SPOC""]","[""PDCSAP""]",4,"[24, 25, 51, 52]","[18217, 17245, 11702, 16749]","[18217, 17245, 11702, 16749]","[0.9997804248778613, 0.9995940852420991, 1.0, 0.9997014747149083]",,1955.797648,2743.0780558924016,787.2804079343816,63897,1.0000195872419677,7.831648473641261E-4,0.004,4,240000,3.271823548962177E-10,0.3810986354924406,6.189808585141451E-5,1878,7.427770302169741E-5,34656,0.5810248042700178,1.7210969181537268,0.002071457,1955,0.3810986354924406,6156.8727085884775,V,V,1.7210969181537268,1,V
115510439,253.50113,45.58937,1.598463,0.51,ROT,1.35945741519669E18,253.5013052,45.58944152,21.414114,1.4226338,3.720367534,0.247160382,31.49204,27.00068089,16.20838871,-22.033817,6.775970741,0.011074812,9.191376,0.65807724,6209.488,4.0827,1.35945741519669E18,1.35945741519669E18,1.2533911,1.2133803,1.2934028,1.5750337,3.3239295,3.556912,1.5747,1.5713,1.5778,3.3457,3.3417,3.3495,7.0E-4,-0.1667,4.0E-4,"[""SPOC""]","[""PDCSAP""]",3,"[24, 25, 26]","[18217, 17246, 16940]","[18217, 17246, 16940]","[0.999670637316792, 0.9997100776991766, 1.0]",,1955.7973499776367,2035.1359559134212,79.33860593578447,52392,0.9999545164423959,0.001255,0.004,4,240000,2.469111010396193E-10,0.1773291922773535,7.895884121076868E-5,118,9.475060945292241E-5,37338,0.6256802903345431,1.598260350290582,0.031090555,1955,0.1773291922773535,2245.843398385243,,V,1.598260350290582,1,V
115865933,11.76348,41.96484,0.571262,0.5,ROT,3.7531650743591E17,11.76347704,41.96492808,105.34738,2.45147,0.84561838,0.019677832,20.45397,-0.347732846,20.45101312,4.946272,5.663644537,0.021806382,8.915846,0.4689598,6899.4014,4.0656,3.7531650743591E17,3.7531650743591E17,1.4887928,1.4487259,1.5288584,1.7652903,6.3644233,1.5565267,1.7608,1.754,1.7688,2.6864,2.6764,2.6954,0.001,-0.661,5.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[17],[13020],[13020],[0.9994623655913979],,1764.6890979227735,1787.746102,23.057004024226444,13013,1.0003560225950971,0.004700007,0.004,4,240000,2.0836566968271827E-8,0.5018852396199179,7.589110830186742E-4,41,9.10693299622409E-4,104891,1.7504424268434453,0.5712841420344739,0.014220802594194105,1764,0.5018852396199179,661.3228490794992,,,0.5712841420344739,1,V
117615934,49.0965,49.62593,0.531536,0.53,ROT,4.36461517287294E17,49.09666111,49.62582368,71.27392,7.3458066,1.007610977,0.10384886,33.075718,23.18314312,-23.59120558,-0.8265723,5.517894242,0.018442148,9.892577,0.6693821,6306.8853,4.194,4.36461517287294E17,4.36461517287294E17,1.2243507,1.1842756,1.264414,1.4203516,2.87564,3.1562722,1.4195,1.4143,1.4247,3.5248,3.5169,3.5329,0.0831,-0.4307,0.045,"[""SPOC""]","[""PDCSAP""]",2,"[58, 86]","[19331, 11365]","[19331, 11365]","[1.0, 1.0]",,2882.3342421197444,3662.830541004444,780.4962988846996,30696,1.0000346470269743,0.001276129,0.004,4,240000,9.805499676323017E-10,0.19804086897974746,4.7540961143807605E-4,2042,5.704915337256913E-4,112168,1.8716049816874238,0.5343007791624962,2.2340120964965392E-4,2882,0.19804086897974746,416.5689212312929,,,0.5343007791624962,1.01,X
118840289,274.11901,-57.44713,2.845458,0.52,ROT,6.64825018180216E18,274.1190955,-57.44725169,14.362545,0.53729874,5.873846243,0.219738924,28.681595,10.87732135,-26.53898612,-0.3611989,17.0673098,0.020778188,6.9296875,0.597085,6414.795,4.085,6.64825018180216E18,6.64825018180216E18,1.3312339,1.2912272,1.3712401,1.6625826,4.2172685,2.712898,1.6675,1.6654,1.6698,3.0841,3.0813,3.0866,2.0E-4,-0.1892,1.0E-4,"[""SPOC""]","[""PDCSAP""]",4,"[13, 39, 66, 93]","[19431, 19336, 109598, 113756]","[19431, 19336, 109598, 113756]","[0.8859039678863672, 0.9996896979726935, 0.9818609828646508, 0.9883962164633074]",,1657.0268020837418,3855.0940422328135,2198.067240149072,256590,0.999997919,4.795606126933831E-4,0.004,4,240000,1.4201621892248096E-10,0.14896942931352863,8.275554779093913E-5,3733,9.930665734912696E-5,20953,0.3528689036204318,2.833913642545458,0.00307551,1657,0.14896942931352863,1800.114110655905,,,2.833913642545458,1,X
120115810,334.91169,40.71582,0.932038,0.56,ROT,1.95725240393353E18,334.911689,40.71576874,29.584068,2.169448,2.753829265,0.201942795,12.587384,0.593418728,-12.57338858,12.390065,4.524445611,0.014513494,9.697918,0.5269737,6945.2847,4.1079,1.95725240393353E18,1.95725240393353E18,1.4510235,1.4109358,1.4910978,1.610101,5.430784,1.3526005,1.6103,1.6022,1.6251,2.8481,2.8306,2.8573,0.1281,-0.5656,0.0691,"[""SPOC""]","[""PDCSAP""]",1,[16],[14310],[14310],[0.9999301187980433],,1738.6564356828012,1761.806301688177,23.14986600537577,14309,1.0005742856174435,0.005809042,0.004,4,240000,7.529525920581658E-9,0.35662445697995726,9.718124145961099E-4,41,0.001166175,64190,1.0727679531998051,0.93216804,0.03572116,1738,0.35662445697995726,366.96841038830746,,,0.93216804,1,V
121132000,74.47706,41.90413,0.874468,0.52,ROT,2.01868827330886E17,74.47696148,41.90409372,71.593445,3.2636034,1.161054042,0.052926911,19.002289,-16.73187559,-9.007292309,-13.098367,3.86358337,0.018358938,9.995831,0.56949806,6955.675,4.1244,2.01868827330886E17,2.01868827330886E17,1.4808767,1.4403325,1.5259119,1.6952108,6.088709,1.4345568,1.643,1.5852,1.694,2.783,2.7417,2.8169,0.2187,-0.4439,0.1179,"[""SPOC""]","[""PDCSAP""]",1,[59],[16734],[16734],[0.9998804828492889],,2911.397489229465,2936.691893481817,25.294404252351796,16732,1.0000605008552474,0.002085283,0.004,4,240000,6.712892351289882E-9,0.2367371486550174,5.121421326092002E-4,56,6.145705591310402E-4,68449,1.1436805986691612,0.8743699955771267,0.056722024,2911,0.2367371486550174,462.24892189384497,,V,0.8743699955771267,1,V
121661659,225.94653,-39.88641,0.847065,0.51,ROT,6.19721068652229E18,225.9465249,-39.88646079,43.50042,5.0834203,2.544964309,0.29740226,11.777815,0.045018934,-11.7777291,-22.201363,3.412360218,0.036280233,9.747593,0.56297874,6842.4067,3.8986,6.19721068652229E18,6.19721068652229E18,1.5778877,1.5368011,1.619078,2.203713,8.768481,1.758793,2.1882,2.0658,2.2423,2.2307,2.1857,2.3118,0.1588,-0.4287,0.0857,"[""SPOC""]","[""PDCSAP""]",1,[38],[18226],[18226],[1.0],,2334.2171519558715,2360.556188808157,26.339036852285517,18226,1.0000072719022277,9.480617757863531E-4,0.004,4,240000,2.4346008000249965E-8,0.2091522762316875,2.3048494527380518E-4,47,2.765819343285662E-4,70658,1.1804606019191748,0.847126959,0.024482458,2334,0.2091522762316875,907.4444145721732,,,0.847126959,1,V
123357793,281.48114,47.12267,0.368756,0.63,ROT,2.11958244523148E18,281.4812976,47.12277069,89.55938,10.41727,0.742909335,0.086412915,32.91346,24.19654919,22.31194614,-17.698135,5.86906628,0.011076836,9.851356,0.6359434,6306.1377,4.234,2.11958244523148E18,2.11958244523148E18,1.198379,1.1580454,1.2388428,1.3183258,2.476488,2.809058,1.3151,1.3114,1.3191,3.6736,3.6641,3.6833,0.0269,-0.1883,0.0145,"[""SPOC""]","[""PDCSAP""]",7,"[14, 26, 40, 41, 53, 54, 55]","[15160, 16096, 19611, 18322, 13981, 17898, 18881]","[15160, 16096, 19611, 18322, 13981, 17898, 18881]","[0.9996701846965699, 0.9997514910536779, 0.9998470246290347, 0.9999454208055889, 0.9999284743580573, 0.9999441278355123, 1.0]",,1683.3573331382445,2824.264524101446,1140.9071909632016,119934,1.0003195444161788,0.011410401031184046,0.004,4,240000,2.4551665307203285E-10,0.9309470860811886,4.657467596274165E-5,2290,5.588961115528998E-5,162635,2.711884032850137,0.3687473313337148,9.735141646703513E-5,1683,0.9309470860811886,19988.26759043731,V,V,0.3687473313337148,1,V
123948059,103.64145,-11.39152,1.722479,0.58,ROT,3.04902889869034E18,103.6414532,-11.39157296,10.985261,1.5248462,8.185373324,1.136198349,12.084113,1.487742309,-11.99218175,-7.4634986,6.757011547,0.022331053,8.443954,0.46312523,6993.6963,4.0908,3.04902889869034E18,3.04902889869034E18,1.5128176,1.4727646,1.5528799,1.7667394,6.7300816,1.4272311,1.7773,1.771,1.783,2.5787,2.5715,2.5858,0.0013,-0.2211,7.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[33],[17365],[17365],[0.999769651598042],,2201.7401046442383,2227.562559563928,25.82245491968979,17361,1.0067827506750764,0.021102123898557517,0.004,4,240000,3.2421963741152546E-9,0.45906203433641385,8.188422598744342E-4,48,9.82610711849321E-4,34643,0.5808083533681391,1.7217383224620408,0.10409429288286563,2201,0.45906203433641385,560.6232809806481,,,1.7217383224620408,1,V
124547341,104.46905,-11.45656,0.947645,0.62,ROT,3.04898566983887E18,104.4689842,-11.45658431,62.416943,6.764463,2.078277999,0.225234271,15.74231,-14.38928761,-6.385038843,45.717846,3.361063821,0.020157123,9.9224615,0.78146267,5902.288,3.8841,3.04898566983887E18,3.04898566983887E18,1.4242233,1.3821418,1.4695373,2.6015408,7.4222503,3.1322021,2.564,2.3826,2.5897,2.5133,2.4944,2.6395,0.0845,-0.1646,0.0454,"[""SPOC""]","[""PDCSAP""]",1,[33],[17458],[17458],[0.9999427196700653],,2201.7373007697147,2227.576458937498,25.839158167783353,17457,0.9998684311834795,0.005908472,0.004,4,240000,4.954024908309716E-9,0.8053854954905495,1.1541462966296569E-4,45,1.3849755559555883E-4,63141,1.0553020304251268,0.9475960162771141,0.030080875786492947,2201,0.8053854954905495,6978.192434030589,V,V,0.9475960162771141,1,V
124598391,159.33232,-0.47467,1.26961,0.52,ROT,3.80673173466687E18,159.3321624,-0.474707517,23.264238,2.8663278,2.542658742,0.313274539,36.80295,-35.62835243,-9.22375389,14.503581,8.814064371,0.021052195,9.397814,0.6969862,6043.296,4.2639,3.80673173466687E18,3.80673173466687E18,1.0870409,1.0470273,1.1271062,1.1688657,1.6430115,4.244242,1.1692,1.166,1.1724,4.1218,4.1159,4.1278,0.0015,-0.3169,8.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[9],[15783],[15783],[1.0],,1544.3860280504357,1568.480026734564,24.093998684128337,15783,1.0000397161205095,0.001276674,0.004,4,240000,9.056577297208378E-10,0.5207994147726902,2.8023236227789957E-4,42,3.3627883473347946E-4,47070,0.7877187654948562,1.2694886091380415,0.060911532,1544,0.5207994147726902,1858.4556420939925,,,1.2694886091380415,1,V
124922150,95.14819,-34.60507,1.988996,0.67,ROT,2.8916046377538E18,95.14817875,-34.60491267,10.271394,2.2285922,8.357257892,1.813280627,35.941452,-1.4313242,35.91294132,40.575157,4.316917887,0.012599034,9.557771,0.4709053,6912.3403,4.1007,2.8916046377538E18,2.8916046377538E18,1.474101,1.4340556,1.514161,1.7094718,6.0174522,1.5112435,1.6967,1.686,1.7034,2.7462,2.7386,2.7565,0.0018,-0.4487,9.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[6, 7]","[14683, 16339]","[14683, 16339]","[0.9997956820813185, 1.0]",,1468.2763985485064,1516.0884504505934,47.81205190208698,31019,1.0004399826960895,0.005867092,0.004,4,240000,1.2267619065999569E-8,0.4139891579315219,7.101071313474121E-5,84,8.521285576168945E-5,29976,0.5031024795936649,1.9876666098081222,0.064926245,1468,0.4139891579315219,5829.953533151919,,,1.9876666098081222,1,V
124922272,95.13626,-34.80165,1.768315,0.52,ROT,2.89141321965127E18,95.13629753,-34.80154215,19.939785,0.905241,4.239787683,0.192480994,26.323874,7.446035885,25.2488192,23.49862,5.473411536,0.021271486,9.470824,0.6440315,6244.277,4.0352,2.89141321965127E18,2.89141321965127E18,1.3043283,1.2642572,1.3443903,1.6985215,3.9534829,3.245759,1.671,1.6544,1.6809,3.1968,3.1844,3.2162,7.0E-4,-0.221,4.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[6, 7]","[14683, 16339]","[14683, 16339]","[1.0, 1.0]",,1468.2749933639093,1516.088436805088,47.813443441178606,31022,0.9999368641705886,0.001387895,0.004,4,240000,6.711046342651034E-10,0.21798654531024428,9.131028341459854E-5,86,1.0957234009751825E-4,33770,0.5662728428035116,1.7659331763981225,0.055454377,1468,0.21798654531024428,2387.3164900876095,,V,1.7659331763981225,1,V
